company_id,company,industry,confidence,reason,postings,example_titles,example_roles,example_queries
214,"Canon U.S.A., Inc.",Retail / E-commerce,medium,Retail company with financial analysis roles.,1,"Sr Analyst, Financial",Financial Analyst,financial analyst
215,Canyon Associates,Technology,high,Data engineering in tech sector.,1,DATA ENGINEER,Data Engineer,data engineer
216,Capgemini,Technology,high,Consulting firm specializing in data solutions.,2,GCP Data Scientist; Data Engineer,Data Scientist; Data Engineer,data scientist; data engineer
217,Capgemini Government Solutions,Government / Public Sector,high,Consulting for government clients.,1,Senior Data Analyst,Data Analyst,data analyst
218,Capital One,Finance & Insurance,high,Banking and financial services provider.,5,"Distinguished Data Engineer; Lead Data Engineer; Senior Business Analyst, Bank Consumer Analytics",Data Engineer; Business Analyst,data engineer; market research analyst
219,Cardinal Health,Healthcare,high,Data analytics in healthcare management.,2,"Manager, Data & Analytics Management",Other Data/Analytics Role,analytics manager
220,Cardlytics,Other / Unknown,medium,Purchase intelligence platform.,1,Analytics Manager,Analytics Manager,analytics manager
221,CareFirst,Healthcare,high,Healthcare analytics management.,2,Data Analytics Manager-Cost of Care Reporting; Data Analytics Manager,Analytics Manager,analytics manager
222,Caresoft,Other / Unknown,medium,General IT roles in various sectors.,2,Data Analyst; BUSINESS ANALYST,Data Analyst; Business Analyst,data analyst; business analyst
223,Carrier,Consulting / Professional Services,high,Consulting firm providing analytics solutions.,1,Pricing & Analytics Manager,Analytics Manager,analytics manager
224,Castellum Inc,Technology,high,Business intelligence in tech sector.,1,Senior Data Scientist,Data Scientist,data scientist
225,Catalent Pharma Solutions,Healthcare,high,Pharmaceutical operations and analytics.,1,Commercial Operations Analyst,Operations Analyst,operations analyst
226,Catalyze,Energy / Utilities,high,Renewable energy transition partner.,1,Performance & Analytics Manager,Analytics Manager,analytics manager
227,Catbird,Other / Unknown,medium,Customer analytics in various sectors.,1,Customer Analytics Manager,Analytics Manager,analytics manager
228,"Cayuse Holdings, LLC",Technology,high,Data science and engineering roles.,2,Data Scientist/Engineer; Business Intelligence Analyst,Data Scientist; Business Intelligence,data scientist; business intelligence
229,CenterLight Health System,Healthcare,high,Data engineering in health system.,1,Data Engineer III,Data Engineer,data engineer
230,Centers for Independence,Nonprofit,medium,Financial analysis for nonprofit organization.,1,Financial Analyst,Financial Analyst,financial analyst
231,Centurion Consulting Group,Government / Public Sector,high,Consulting for intelligence analysis.,1,Intelligence Analyst,Other Data/Analytics Role,market research analyst
232,"Cetera Financial Group, Inc.",Finance & Insurance,high,Financial services and analysis.,3,Senior Financial Analyst,Financial Analyst,financial analyst
233,Chase,Finance & Insurance,high,Quantitative analytics in banking.,1,Quant Analytics Manager,Analytics Manager,analytics manager
234,Chenega MIOS,Government / Public Sector,high,Consulting for military and intelligence.,5,"Data Analyst; Business Analyst; Data Engineer, Sr.; IT Financial Analyst",Data Analyst; Business Analyst; Data Engineer; Financial Analyst,data analyst; business analyst; data engineer; financial analyst
235,"Chillicothe, IL",Technology,high,Database programming in IT sector.,1,Database analyst/Programmer,Database Role,database analyst
236,Choices Careers,Other / Unknown,medium,Reporting analysis in various sectors.,1,Reporting Analyst,Reporting Analyst,reporting analyst
237,Christian Science,Other / Unknown,medium,Database management in legal sector.,1,"Database Cleanup Analyst, Legal Records Specialist",Database Role,database analyst
238,Christus Health,Healthcare,high,Data analysis in healthcare services.,7,Information Technology Data Analyst Lead; Licensed Vocational Nurse Clinical Data Analyst II; Financial Analyst II; Financial Analyst Senior,Data Analyst; Financial Analyst,data analyst; financial analyst
239,Chubb,Finance & Insurance,high,Reporting and metrics in insurance.,2,Metric Reporting Analyst; Data and Reporting Analyst,Reporting Analyst,reporting analyst
240,CiraInfoTech,Technology,high,Business intelligence in IT sector.,1,Business Intelligence Analyst,Business Intelligence,business intelligence
241,Citizens,Finance & Insurance,high,Fraud risk analytics in banking.,2,Fraud Risk Analytics Manager,Analytics Manager,analytics manager
242,City National Bank,Finance & Insurance,high,Performance reporting in banking.,2,Performance Reporting Analyst,Reporting Analyst,reporting analyst
243,Clarios,Manufacturing,medium,Financial analysis in manufacturing.,1,Financial Analyst,Financial Analyst,financial analyst
244,ClearBridge Technology Group,Technology,high,Business intelligence in tech sector.,1,Tableau Business Intelligence Analyst,Business Intelligence,business intelligence
245,Client Server Software Solutions,Government / Public Sector,high,Database analysis for government contracts.,1,Sr Database/Programming/Visualization Analyst,Database Role,database analyst
246,Cliff Services Inc,Other / Unknown,medium,Business analysis in various sectors.,1,Business Analyst,Business Analyst,business analyst
247,ClinDCast LLC,Healthcare,high,Database administration in healthcare.,1,Epic Operational Database Administrator Analyst,Database Role,database analyst
248,Cloud Consulting Services Inc.,Technology,high,Business analysis in IT sector.,1,Business Analyst,Business Analyst,business analyst
249,Cloud Space LLC,Technology,high,Data engineering in cloud environments.,1,Senior Data Engineer,Data Engineer,data engineer
250,Coalition For Responsible Community Dev,Nonprofit,medium,Data analysis for community development.,1,Data and Reporting Analyst,Reporting Analyst,reporting analyst
251,Codex,Technology,high,Data analysis role in a tech environment.,1,Senior Data Analyst,Data Analyst,data analyst
252,"Cogent IBS, Inc",Technology,high,IT job focused on data reporting.,1,Data Reporting Analyst,Reporting Analyst,reporting analyst
253,Collabera LLC,Finance & Insurance,high,Roles in banking and finance sector.,3,Data Analyst; Data Scientist; Business Analyst,Data Analyst; Data Scientist; Business Analyst,data analyst; data scientist; business analyst
254,Collaborative Solutions,Technology,high,IT jobs in analytics and technology.,2,"Analytics Manager, Growth; Analytics Manager, Marketplace",Analytics Manager,analytics manager
255,Community Care Cooperative,Healthcare,high,Healthcare analytics and clinical roles.,5,"Epic Interface Analyst IV; Analyst I, Ambulatory Clinical; Epic Professional Billing Analyst III; Analyst IV Epic Healthy Planet",Database Role; Other Data/Analytics Role; Business Analyst,database analyst
256,Community Health Systems,Healthcare,high,Financial roles in healthcare organization.,4,Financial Analyst; Operations Analyst; Senior Oracle Reporting Analyst; Senior Financial Oracle Reporting Analyst,Financial Analyst; Operations Analyst; Reporting Analyst,financial analyst; operations analyst; reporting analyst
257,Community Memorial Hospital - Ventura,Healthcare,high,Reporting role in a healthcare setting.,1,Reporting Analyst III,Reporting Analyst,reporting analyst
258,Commure,Healthcare,high,Healthcare-focused analytics management.,1,Operations Analytics Manager,Operations Analyst,analytics manager
259,Compri Consulting,Retail / E-commerce,medium,E-commerce analytics management role.,1,eCommerce Analytics Manager,Analytics Manager,analytics manager
260,Compunnel Inc.,Technology,high,IT roles in business and data analysis.,3,Business Analyst; Data Engineer; Product Analyst,Business Analyst; Data Engineer; Product Analyst,business analyst; data engineer; product analyst
261,"Compunnel, Inc.",Finance & Insurance,high,Financial analysis in banking operations.,1,Financial Analyst,Operations Analyst,financial analyst
262,"Compusoft Integrated Solutions, Inc.",Government / Public Sector,medium,Data roles with security clearance requirements.,2,Data Analyst; Operation Analyst,Data Analyst; Operations Analyst,data analyst; operations analyst
263,"Computer Enterprises, Inc.",Finance & Insurance,high,Regulatory data analysis in finance.,1,Business Intelligence Reporting,Business Intelligence,business intelligence
264,"Computer Merchant, Ltd., The",Technology,high,IT roles in analytics and reporting.,2,Reporting and Analytics Manager; Senior Reporting Analyst,Analytics Manager; Reporting Analyst,analytics manager; reporting analyst
265,Conduent,Technology,high,Database administration in IT.,17,Senior Database Administration Analyst,Database Role,database analyst
266,"Conduent Bus Proc Optimization Srvs, Inc",Government / Public Sector,high,Services for government clients.,1,Senior Database Administration Analyst,Database Role,database analyst
267,ConfigUSA,Technology,high,Data science role in IT.,1,Data Scientist,Data Scientist,data scientist
268,ConnectWise,Technology,high,Software company focused on analytics.,1,Engagement and Analytics Manager,Analytics Manager,analytics manager
269,Connective Business Solution,Technology,high,Database management in IT.,1,Database Analyst,Database Role,database analyst
270,Connvertex Technologies Inc.,Technology,high,Data science role in IT.,1,Data Scientist,Data Scientist,data scientist
271,Consolidated Electrical Distributors,Consulting / Professional Services,medium,Consultancy role in data analysis.,1,Data Analyst,Data Analyst,data analyst
272,Constellation,Energy / Utilities,high,Financial roles in clean energy.,3,Senior Financial Analyst/Financial Analyst; Sr. Product Analyst,Financial Analyst; Product Analyst,financial analyst; product analyst
273,Constellation Energy,Energy / Utilities,high,Financial analysis in energy sector.,29,Project Financial Analyst; Senior Financial Analyst,Financial Analyst,financial analyst
274,Constellation West,Government / Public Sector,high,Database roles with security clearance.,1,Sr Database/Programming/Visualization Analyst with Security Clearance,Database Role,database analyst
275,Continental Battery Systems,Finance & Insurance,high,Financial analysis in a growing company.,1,Senior Financial Analyst,Financial Analyst,financial analyst
276,Continental Finance Company,Finance & Insurance,high,Financial technology company focused on credit.,1,Financial Reporting Analyst,Financial Analyst,reporting analyst
277,ConvaTec,Healthcare,high,Medical products and technologies company.,5,"Territory Manager, Ostomy Care; Territory Manager",Other Data/Analytics Role,market research analyst
278,Convatec,Healthcare,high,Medical products and technologies company.,3,"Territory Manager, Ostomy Care",Other Data/Analytics Role,market research analyst
279,Cook Group,Healthcare,high,Research analyst in healthcare.,1,Senior Research Analyst,Market Research Analyst,market research analyst
